candidate,control,role,stratum,metric,paired_edits,delta,ci_low,ci_high,practical_minus_5pp_reference
P4-W1_KL_0.1,P4-W0_TASK_ONLY,evaluation,U_all,semantic,16,0.19923305860805862,0.12631639194139196,0.2945856227106227,True
P4-W1_KL_0.1,P4-W0_TASK_ONLY,evaluation,U_all,base_correct_damage,16,-0.3264430014430014,-0.4578125,-0.2257034632034632,
P4-W1_KL_0.1,P4-W0_TASK_ONLY,evaluation,U_all,kl,16,-0.1559476639787092,-0.1883916542218362,-0.12383351226075014,
P4-W1_KL_0.1,P4-W0_TASK_ONLY,evaluation,U_base_wrong,semantic,16,-0.03869047619047619,-0.11160714285714285,0.013392857142857142,True
P4-W1_KL_0.1,P4-W0_TASK_ONLY,evaluation,U_base_wrong,base_correct_damage,0,,,,
P4-W1_KL_0.1,P4-W0_TASK_ONLY,evaluation,U_base_wrong,kl,16,-0.16693806601922354,-0.22003602507525102,-0.11590443818505004,
P4-W1_KL_0.1,P4-W0_TASK_ONLY,evaluation,U_keep,semantic,16,0.3264430014430014,0.2257688492063492,0.45882936507936506,True
P4-W1_KL_0.1,P4-W0_TASK_ONLY,evaluation,U_keep,base_correct_damage,16,-0.3264430014430014,-0.4578125,-0.2257034632034632,
P4-W1_KL_0.1,P4-W0_TASK_ONLY,evaluation,U_keep,kl,16,-0.15118173703745835,-0.18350978818535488,-0.115125090067759,
P4-W1_KL_0.1,P4-W0_TASK_ONLY,evaluation,cross_family_confirmation,semantic,16,0.0,0.0,0.0,True
P4-W1_KL_0.1,P4-W0_TASK_ONLY,evaluation,cross_family_confirmation,base_correct_damage,10,0.0,0.0,0.0,
P4-W1_KL_0.1,P4-W0_TASK_ONLY,evaluation,cross_family_confirmation,kl,0,,,,
P4-W1_KL_0.1,P4-W0_TASK_ONLY,evaluation,source_style_confirmation,semantic,16,0.0,0.0,0.0,True
P4-W1_KL_0.1,P4-W0_TASK_ONLY,evaluation,source_style_confirmation,base_correct_damage,10,0.0,0.0,0.0,
P4-W1_KL_0.1,P4-W0_TASK_ONLY,evaluation,source_style_confirmation,kl,0,,,,
P4-W1_KL_0.1,P4-W0_TASK_ONLY,fit,H_all,semantic,16,0.3854166666666667,0.17708333333333331,0.6041666666666666,True
P4-W1_KL_0.1,P4-W0_TASK_ONLY,fit,H_all,base_correct_damage,16,-0.40625,-0.625,-0.1875,
P4-W1_KL_0.1,P4-W0_TASK_ONLY,fit,H_all,kl,16,-0.5662812963613154,-0.7162519627599977,-0.43475356061632436,
P4-W1_KL_0.1,P4-W0_TASK_ONLY,fit,H_base_wrong,semantic,1,0.0,,,True
P4-W1_KL_0.1,P4-W0_TASK_ONLY,fit,H_base_wrong,base_correct_damage,0,,,,
P4-W1_KL_0.1,P4-W0_TASK_ONLY,fit,H_base_wrong,kl,1,-0.46887665800750256,,,
P4-W1_KL_0.1,P4-W0_TASK_ONLY,fit,H_keep,semantic,16,0.40625,0.1875,0.625,True
P4-W1_KL_0.1,P4-W0_TASK_ONLY,fit,H_keep,base_correct_damage,16,-0.40625,-0.625,-0.1875,
P4-W1_KL_0.1,P4-W0_TASK_ONLY,fit,H_keep,kl,16,-0.5678457735484699,-0.7190986535036549,-0.4351247225373906,
P4-W1_KL_0.1,P4-W0_TASK_ONLY,fit,U_all,semantic,16,0.16449175824175824,0.08825549450549451,0.24141483516483517,True
P4-W1_KL_0.1,P4-W0_TASK_ONLY,fit,U_all,base_correct_damage,16,-0.3253968253968254,-0.4206845238095238,-0.23363095238095238,
P4-W1_KL_0.1,P4-W0_TASK_ONLY,fit,U_all,kl,16,-0.16074204875296624,-0.19667404184169604,-0.12383221529671573,
P4-W1_KL_0.1,P4-W0_TASK_ONLY,fit,U_base_wrong,semantic,16,-0.07514880952380952,-0.16220238095238093,0.001488095238095238,False
P4-W1_KL_0.1,P4-W0_TASK_ONLY,fit,U_base_wrong,base_correct_damage,0,,,,
P4-W1_KL_0.1,P4-W0_TASK_ONLY,fit,U_base_wrong,kl,16,-0.1919975101821148,-0.24596720470914685,-0.1356214349875483,
P4-W1_KL_0.1,P4-W0_TASK_ONLY,fit,U_keep,semantic,16,0.3253968253968254,0.23375496031746032,0.4212797619047619,True
P4-W1_KL_0.1,P4-W0_TASK_ONLY,fit,U_keep,base_correct_damage,16,-0.3253968253968254,-0.4206845238095238,-0.23363095238095238,
P4-W1_KL_0.1,P4-W0_TASK_ONLY,fit,U_keep,kl,16,-0.13946507843982558,-0.17347661989689142,-0.10474509211664901,
P4-W1_KL_0.1,P4-W0_TASK_ONLY,fit,positive,semantic,16,0.0,0.0,0.0,True
P4-W1_KL_0.1,P4-W0_TASK_ONLY,fit,positive,base_correct_damage,6,0.0,0.0,0.0,
P4-W1_KL_0.1,P4-W0_TASK_ONLY,fit,positive,kl,0,,,,
P4-W1_KL_0.1,P4-W0_TASK_ONLY,native,positive,semantic,16,0.0,0.0,0.0,True
P4-W1_KL_0.1,P4-W0_TASK_ONLY,native,positive,base_correct_damage,0,,,,
P4-W1_KL_0.1,P4-W0_TASK_ONLY,native,positive,kl,0,,,,
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,calibration,H_all,semantic,15,0.0,0.0,0.0,True
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,calibration,H_all,base_correct_damage,15,0.0,0.0,0.0,
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,calibration,H_all,kl,15,-0.44008081754048667,-0.5384996543327968,-0.36267311349511144,
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,calibration,H_base_wrong,semantic,1,0.0,,,True
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,calibration,H_base_wrong,base_correct_damage,0,,,,
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,calibration,H_base_wrong,kl,1,-0.3729914575815201,,,
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,calibration,H_keep,semantic,15,0.0,0.0,0.0,True
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,calibration,H_keep,base_correct_damage,15,0.0,0.0,0.0,
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,calibration,H_keep,kl,15,-0.4409303811689218,-0.5384996543327968,-0.3635226771235466,
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,calibration,U_all,semantic,16,0.13736263736263735,0.06043956043956043,0.2287087912087912,True
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,calibration,U_all,base_correct_damage,16,-0.2016526875901876,-0.30436733405483407,-0.11653589466089467,
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,calibration,U_all,kl,16,-0.14271914669670577,-0.18339990966074307,-0.10768603574543593,
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,calibration,U_base_wrong,semantic,16,-0.040178571428571425,-0.096875,0.012946428571428574,True
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,calibration,U_base_wrong,base_correct_damage,0,,,,
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,calibration,U_base_wrong,kl,16,-0.17676564371325054,-0.23289473355052903,-0.12595296637976258,
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,calibration,U_keep,semantic,16,0.2016526875901876,0.11658775252525252,0.3045296717171717,True
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,calibration,U_keep,base_correct_damage,16,-0.2016526875901876,-0.30436733405483407,-0.11653589466089467,
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,calibration,U_keep,kl,16,-0.12595970184801186,-0.16753125578483874,-0.09156020594099262,
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,calibration,positive,semantic,16,0.0,0.0,0.0,True
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,calibration,positive,base_correct_damage,8,0.0,0.0,0.0,
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,calibration,positive,kl,0,,,,
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,challenge,same_answer_context_not_conflict,semantic,15,0.0,0.0,0.0,True
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,challenge,same_answer_context_not_conflict,base_correct_damage,11,0.0,0.0,0.0,
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,challenge,same_answer_context_not_conflict,kl,15,-0.4274894650446044,-0.5450383777585295,-0.3211349655687809,
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,evaluation,H_all,semantic,15,0.0,0.0,0.0,True
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,evaluation,H_all,base_correct_damage,13,0.0,0.0,0.0,
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,evaluation,H_all,kl,15,-0.44466548959414165,-0.539901374777158,-0.3762191357711951,
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,evaluation,H_base_wrong,semantic,5,0.0,0.0,0.0,True
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,evaluation,H_base_wrong,base_correct_damage,0,,,,
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,evaluation,H_base_wrong,kl,5,-0.42683832794427873,-0.4783366575837135,-0.39084165543317795,
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,evaluation,H_keep,semantic,13,0.0,0.0,0.0,True
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,evaluation,H_keep,base_correct_damage,13,0.0,0.0,0.0,
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,evaluation,H_keep,kl,13,-0.44873227379643,-0.5534459455655172,-0.36816100059793544,
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,evaluation,U_all,semantic,16,0.10788690476190477,0.0582074175824176,0.18028846153846154,True
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,evaluation,U_all,base_correct_damage,16,-0.16688988095238094,-0.2719246031746032,-0.09310515873015873,
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,evaluation,U_all,kl,16,-0.13183981382330068,-0.16247527977809978,-0.10161794583448919,
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,evaluation,U_base_wrong,semantic,16,0.022321428571428572,-0.026785714285714284,0.09375,True
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,evaluation,U_base_wrong,base_correct_damage,0,,,,
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,evaluation,U_base_wrong,kl,16,-0.14529895714274624,-0.19608160961475907,-0.09913337831399292,
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,evaluation,U_keep,semantic,16,0.16688988095238094,0.09347718253968253,0.272296626984127,True
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,evaluation,U_keep,base_correct_damage,16,-0.16688988095238094,-0.2719246031746032,-0.09310515873015873,
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,evaluation,U_keep,kl,16,-0.1255291737376646,-0.15548934789595237,-0.09306011520068161,
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,evaluation,cross_family_confirmation,semantic,16,0.0,0.0,0.0,True
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,evaluation,cross_family_confirmation,base_correct_damage,10,0.0,0.0,0.0,
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,evaluation,cross_family_confirmation,kl,0,,,,
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,evaluation,source_style_confirmation,semantic,16,0.0,0.0,0.0,True
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,evaluation,source_style_confirmation,base_correct_damage,10,0.0,0.0,0.0,
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,evaluation,source_style_confirmation,kl,0,,,,
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,fit,H_all,semantic,16,0.0,0.0,0.0,True
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,fit,H_all,base_correct_damage,16,0.0,0.0,0.0,
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,fit,H_all,kl,16,-0.46989149266543484,-0.5898084214422852,-0.3740388752582173,
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,fit,H_base_wrong,semantic,1,0.0,,,True
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,fit,H_base_wrong,base_correct_damage,0,,,,
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,fit,H_base_wrong,kl,1,-0.37143871933221817,,,
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,fit,H_keep,semantic,16,0.0,0.0,0.0,True
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,fit,H_keep,base_correct_damage,16,0.0,0.0,0.0,
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,fit,H_keep,kl,16,-0.47104665559406084,-0.5898084214422852,-0.3754286919720471,
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,fit,U_all,semantic,16,0.09787087912087912,0.042582417582417584,0.1665521978021978,True
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,fit,U_all,base_correct_damage,16,-0.19203869047619046,-0.2900297619047619,-0.10811011904761904,
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,fit,U_all,kl,16,-0.13524086544918476,-0.16597145689189385,-0.10433457810669787,
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,fit,U_base_wrong,semantic,16,-0.034970238095238096,-0.07663690476190477,0.0,True
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,fit,U_base_wrong,base_correct_damage,0,,,,
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,fit,U_base_wrong,kl,16,-0.16896626166375542,-0.21774597428831752,-0.1182501288827437,
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,fit,U_keep,semantic,16,0.19203869047619046,0.10818452380952381,0.2901785714285714,True
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,fit,U_keep,base_correct_damage,16,-0.19203869047619046,-0.2900297619047619,-0.10811011904761904,
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,fit,U_keep,kl,16,-0.1124229954235633,-0.13981546836646538,-0.08323872701108657,
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,fit,positive,semantic,16,0.0,0.0,0.0,True
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,fit,positive,base_correct_damage,6,0.0,0.0,0.0,
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,fit,positive,kl,0,,,,
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,native,positive,semantic,16,0.0,0.0,0.0,True
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,native,positive,base_correct_damage,0,,,,
P4-W2_GROUP_CONSTRAINED,P4-W0_TASK_ONLY,native,positive,kl,0,,,,
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,calibration,H_all,semantic,15,-0.3,-0.5333333333333333,-0.1,False
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,calibration,H_all,base_correct_damage,15,0.3333333333333333,0.13333333333333333,0.5333333333333333,
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,calibration,H_all,kl,15,0.07481153232511133,0.043456126314898334,0.10961367949688186,
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,calibration,H_base_wrong,semantic,1,0.0,,,True
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,calibration,H_base_wrong,base_correct_damage,0,,,,
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,calibration,H_base_wrong,kl,1,0.0893928399309516,,,
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,calibration,H_keep,semantic,15,-0.3333333333333333,-0.5333333333333333,-0.13333333333333333,False
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,calibration,H_keep,base_correct_damage,15,0.3333333333333333,0.13333333333333333,0.5333333333333333,
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,calibration,H_keep,kl,15,0.07513710613517711,0.043456126314898334,0.11013713881062964,
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,calibration,U_all,semantic,16,-0.08550824175824176,-0.13324175824175824,-0.03914835164835166,False
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,calibration,U_all,base_correct_damage,16,0.12809343434343434,0.06871843434343433,0.18751578282828282,
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,calibration,U_all,kl,16,0.026171618284159516,0.016558943964145537,0.035967545702563226,
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,calibration,U_base_wrong,semantic,16,0.0078125,0.0,0.0234375,True
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,calibration,U_base_wrong,base_correct_damage,0,,,,
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,calibration,U_base_wrong,kl,16,0.027007365836297616,0.014114581019696613,0.041544899179947,
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,calibration,U_keep,semantic,16,-0.12809343434343434,-0.18727904040404042,-0.06813446969696972,False
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,calibration,U_keep,base_correct_damage,16,0.12809343434343434,0.06871843434343433,0.18751578282828282,
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,calibration,U_keep,kl,16,0.023966024144338557,0.014140406625027665,0.033918962726648,
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,calibration,positive,semantic,16,0.015625,0.0,0.046875,True
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,calibration,positive,base_correct_damage,8,0.0,0.0,0.0,
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,calibration,positive,kl,0,,,,
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,challenge,same_answer_context_not_conflict,semantic,15,0.0,0.0,0.0,True
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,challenge,same_answer_context_not_conflict,base_correct_damage,11,0.0,0.0,0.0,
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,challenge,same_answer_context_not_conflict,kl,15,0.03638775919046667,0.007824722760253477,0.06584161490201951,
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,evaluation,H_all,semantic,15,-0.3,-0.5,-0.1,False
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,evaluation,H_all,base_correct_damage,13,0.46153846153846156,0.23076923076923078,0.6923076923076923,
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,evaluation,H_all,kl,15,0.07318980639489989,0.04287039996124804,0.10475465642909208,
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,evaluation,H_base_wrong,semantic,5,0.0,0.0,0.0,True
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,evaluation,H_base_wrong,base_correct_damage,0,,,,
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,evaluation,H_base_wrong,kl,5,0.10603411132469773,0.060530575923621655,0.1391906939446926,
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,evaluation,H_keep,semantic,13,-0.46153846153846156,-0.6923076923076923,-0.23076923076923078,False
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,evaluation,H_keep,base_correct_damage,13,0.46153846153846156,0.23076923076923078,0.6923076923076923,
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,evaluation,H_keep,kl,13,0.07508912472985685,0.03888046286570338,0.11361287460805705,
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,evaluation,U_all,semantic,16,-0.09134615384615384,-0.14262820512820512,-0.05048076923076923,False
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,evaluation,U_all,base_correct_damage,16,0.15955312049062048,0.09089781746031746,0.2462346681096681,
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,evaluation,U_all,kl,16,0.024107850155408516,0.01556320842346961,0.03402284192627401,
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,evaluation,U_base_wrong,semantic,16,0.06101190476190476,-0.020833333333333332,0.19642857142857142,True
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,evaluation,U_base_wrong,base_correct_damage,0,,,,
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,evaluation,U_base_wrong,kl,16,0.021639108876477273,0.012944304357002001,0.03086851146519101,
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,evaluation,U_keep,semantic,16,-0.15955312049062048,-0.24581755050505052,-0.09085272366522368,False
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,evaluation,U_keep,base_correct_damage,16,0.15955312049062048,0.09089781746031746,0.2462346681096681,
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,evaluation,U_keep,kl,16,0.025652563299793762,0.014016246256187317,0.038424759075570844,
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,evaluation,cross_family_confirmation,semantic,16,0.0,0.0,0.0,True
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,evaluation,cross_family_confirmation,base_correct_damage,10,0.0,0.0,0.0,
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,evaluation,cross_family_confirmation,kl,0,,,,
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,evaluation,source_style_confirmation,semantic,16,0.0,0.0,0.0,True
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,evaluation,source_style_confirmation,base_correct_damage,10,0.0,0.0,0.0,
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,evaluation,source_style_confirmation,kl,0,,,,
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,fit,H_all,semantic,16,-0.3854166666666667,-0.6041666666666666,-0.16666666666666666,False
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,fit,H_all,base_correct_damage,16,0.40625,0.1875,0.625,
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,fit,H_all,kl,16,0.0963898036958805,0.054754978899533555,0.1391129923867993,
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,fit,H_base_wrong,semantic,1,0.0,,,True
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,fit,H_base_wrong,base_correct_damage,0,,,,
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,fit,H_base_wrong,kl,1,0.09743793867528439,,,
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,fit,H_keep,semantic,16,-0.40625,-0.625,-0.1875,False
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,fit,H_keep,base_correct_damage,16,0.40625,0.1875,0.625,
